step,output_entropy,fragmentation,effective_modes,kl_from_uniform,energy_in,energy_out,energy_lost,throughput_mean,active_area,mean_age,n_replicating,regime,regime_name,seed,sweep_param,sweep_value
35,3.029227123500445,40,8.16372238775684,0.9707728764995548,20.0,5.519321951019085,14.480678048980923,0.2846122711107452,102,0.0,0,1,memoryless,0,E_in,20.0
36,3.300256876957892,40,9.850909139852442,0.6997431230421085,20.0,5.634755837419894,14.365244162580122,0.28569846365624463,125,0.0,0,1,memoryless,0,E_in,20.0
37,3.320387112283126,40,9.989324424979749,0.6796128877168738,20.0,5.746378106885718,14.253621893114294,0.2922904987698357,132,0.0,0,1,memoryless,0,E_in,20.0
38,3.255531784482832,40,9.550205548246028,0.7444682155171685,20.0,5.680649200068605,14.319350799931406,0.28654484718359546,123,0.0,0,1,memoryless,0,E_in,20.0
39,3.301911624850473,40,9.862214455676355,0.6980883751495269,20.0,5.769879548950442,14.230120451049574,0.28753356675461,128,0.0,0,1,memoryless,0,E_in,20.0
40,3.183234766309397,40,9.083414819252221,0.816765233690603,20.0,5.55762440452815,14.44237559547187,0.28450995190058076,114,0.0,0,1,memoryless,0,E_in,20.0
41,3.151294342884711,40,8.884523130666384,0.8487056571152892,20.0,5.545351026256593,14.454648973743428,0.2856985761799916,116,0.0,0,1,memoryless,0,E_in,20.0
42,3.2582639047967517,40,9.568308495681293,0.7417360952032479,20.0,5.613249440263252,14.38675055973675,0.28372656612856456,128,0.0,0,1,memoryless,0,E_in,20.0
43,3.132670580415695,40,8.770569840967,0.8673294195843052,20.0,5.600644806094335,14.399355193905684,0.28755694892451644,110,0.0,0,1,memoryless,0,E_in,20.0
44,3.159733478080792,40,8.936646005767917,0.8402665219192083,20.0,5.764750435195002,14.23524956480501,0.2891705208832848,113,0.0,0,1,memoryless,0,E_in,20.0
45,3.1259047350075795,40,8.729534563011681,0.8740952649924195,20.0,5.5850105700784525,14.414989429921564,0.28882309885785884,110,0.0,0,1,memoryless,0,E_in,20.0
46,3.3098558270857574,40,9.916670546869375,0.6901441729142426,20.0,5.680714479668179,14.319285520331839,0.2869582212297196,125,0.0,0,1,memoryless,0,E_in,20.0
47,3.24098673087469,40,9.45440541858966,0.7590132691253092,20.0,5.6297033814993735,14.37029661850064,0.2862802837674479,125,0.0,0,1,memoryless,0,E_in,20.0
48,3.300341690458975,40,9.851488274477774,0.6996583095410261,20.0,5.569682566227459,14.430317433772558,0.28506682071640144,131,0.0,0,1,memoryless,0,E_in,20.0
49,3.1268564152861495,40,8.735294939505795,0.8731435847138503,20.0,5.605269932444586,14.394730067555429,0.286127433822305,115,0.0,0,1,memoryless,0,E_in,20.0
50,3.290766565965546,40,9.786320733704482,0.7092334340344536,20.0,5.666515388041126,14.333484611958884,0.2858009111329718,130,0.0,0,1,memoryless,0,E_in,20.0
51,3.4131322371734374,40,10.65258927560078,0.5868677628265622,20.0,5.674593911713742,14.325406088286265,0.29041904039537303,142,0.0,0,1,memoryless,0,E_in,20.0
52,3.2065344555196815,40,9.231304002178728,0.7934655444803184,20.0,5.5989246595450775,14.40107534045493,0.2867526397090651,120,0.0,0,1,memoryless,0,E_in,20.0
53,3.2058140518539773,40,9.226695540279717,0.7941859481460225,20.0,5.6958689629727335,14.304131037027277,0.28894712524843513,121,0.0,0,1,memoryless,0,E_in,20.0
54,3.1082492948340654,40,8.623355130231507,0.8917507051659344,20.0,5.553754008329262,14.446245991670748,0.2858554888600216,111,0.0,0,1,memoryless,0,E_in,20.0
55,3.2798013872024887,40,9.712221921918617,0.7201986127975121,20.0,5.580719437459433,14.419280562540584,0.2862531794620744,125,0.0,0,1,memoryless,0,E_in,20.0
56,3.329861679856169,40,10.055142900888583,0.6701383201438313,20.0,5.652587714914626,14.347412285085394,0.28626095318027683,134,0.0,0,1,memoryless,0,E_in,20.0
57,3.093831370059335,40,8.537604724926707,0.9061686299406652,20.0,5.543676215600934,14.456323784399082,0.287293624910211,106,0.0,0,1,memoryless,0,E_in,20.0
58,3.132610146679009,40,8.770202454102845,0.867389853320991,20.0,5.509317329859983,14.490682670140023,0.28538245166754544,112,0.0,0,1,memoryless,0,E_in,20.0
59,3.02700266265816,40,8.151144616786487,0.97299733734184,20.0,5.54195465670008,14.458045343299933,0.28562224015560667,112,0.0,0,1,memoryless,0,E_in,20.0
60,3.164836252416654,40,8.968310652655376,0.8351637475833462,20.0,5.730838159798625,14.269161840201386,0.28981506108681315,118,0.0,0,1,memoryless,0,E_in,20.0
61,3.1259234260343325,40,8.729647660385956,0.8740765739656676,20.0,5.420301768969402,14.579698231030605,0.28337192281990675,114,0.0,0,1,memoryless,0,E_in,20.0
62,3.3111524934939407,40,9.925587465194305,0.6888475065060589,20.0,5.602343878384769,14.397656121615245,0.28830929189643684,128,0.0,0,1,memoryless,0,E_in,20.0
63,3.205325723787311,40,9.22357298713505,0.7946742762126886,20.0,5.695682083373625,14.304317916626394,0.286393991806823,118,0.0,0,1,memoryless,0,E_in,20.0
64,3.209153053316303,40,9.248074714537884,0.7908469466836969,20.0,5.805868801448341,14.194131198551677,0.2914639748356784,122,0.0,0,1,memoryless,0,E_in,20.0
65,3.2251972308024133,40,9.35149634393377,0.7748027691975868,20.0,5.828449037575105,14.171550962424913,0.29236293975868116,122,0.0,0,1,memoryless,0,E_in,20.0
66,3.322782509332284,40,10.005924103692786,0.6772174906677157,20.0,5.740931086292571,14.259068913707447,0.28855144277760547,132,0.0,0,1,memoryless,0,E_in,20.0
67,3.0770917711442705,40,8.439115339276603,0.9229082288557295,20.0,5.569159651392081,14.43084034860794,0.28628146821573214,107,0.0,0,1,memoryless,0,E_in,20.0
68,3.275075904764538,40,9.68046202018424,0.7249240952354605,20.0,5.676089062427787,14.32391093757222,0.28913912858359886,127,0.0,0,1,memoryless,0,E_in,20.0
69,3.2320521951413133,40,9.39603570193738,0.7679478048586863,20.0,5.555374894404674,14.444625105595332,0.2857654185351943,118,0.0,0,1,memoryless,0,E_in,20.0
70,3.273268917930433,40,9.668344755780414,0.7267310820695673,20.0,5.531760685584393,14.46823931441563,0.28292178987734845,124,0.0,0,1,memoryless,0,E_in,20.0
71,3.0777770971092506,40,8.443125139408167,0.9222229028907497,20.0,5.60359022095267,14.396409779047346,0.2861634915170657,113,0.0,0,1,memoryless,0,E_in,20.0
72,3.4060732047896094,40,10.600594014807756,0.5939267952103898,20.0,5.712921592542495,14.287078407457521,0.2880363126115424,148,0.0,0,1,memoryless,0,E_in,20.0
73,2.9845474673242225,40,7.914770222100789,1.0154525326757773,20.0,5.556068275368652,14.443931724631367,0.2860176923718312,97,0.0,0,1,memoryless,0,E_in,20.0
74,3.0527502153703616,40,8.297922686459081,0.9472497846296384,20.0,5.469395438937795,14.530604561062216,0.28386038120724255,104,0.0,0,1,memoryless,0,E_in,20.0
75,3.336465284702669,40,10.101273501214461,0.6635347152973311,20.0,5.658692813117813,14.341307186882204,0.28847649215582416,131,0.0,0,1,memoryless,0,E_in,20.0
76,3.317543771339209,40,9.969656315240782,0.68245622866079,20.0,5.743320857995987,14.25667914200403,0.28856067649924355,131,0.0,0,1,memoryless,0,E_in,20.0
77,3.249184061531608,40,9.508277845628035,0.7508159384683922,20.0,5.6907732456132045,14.309226754386804,0.28595223949424753,120,0.0,0,1,memoryless,0,E_in,20.0
78,3.2908129602795837,40,9.786635448127809,0.7091870397204162,20.0,5.543785375025775,14.456214624974246,0.2862870587814062,128,0.0,0,1,memoryless,0,E_in,20.0
79,3.364173250070837,40,10.297150466291663,0.6358267499291629,20.0,5.591584129363959,14.408415870636059,0.28616363023424063,136,0.0,0,1,memoryless,0,E_in,20.0
80,3.3440594487014286,40,10.154585516494151,0.6559405512985719,20.0,5.677306286292893,14.322693713707116,0.2888932177732164,134,0.0,0,1,memoryless,0,E_in,20.0
81,3.2888768875747534,40,9.773510754963421,0.7111231124252455,20.0,5.647127909698764,14.35287209030125,0.28557473052112514,129,0.0,0,1,memoryless,0,E_in,20.0
82,3.341350287532965,40,10.135534647135199,0.6586497124670355,20.0,5.661377913084843,14.33862208691517,0.289181942470309,135,0.0,0,1,memoryless,0,E_in,20.0
83,3.1456231221981206,40,8.849666708514304,0.8543768778018792,20.0,5.654364119838433,14.34563588016158,0.28777410500486844,112,0.0,0,1,memoryless,0,E_in,20.0
84,3.222187390167872,40,9.332007004335734,0.7778126098321275,20.0,5.662497357089595,14.337502642910415,0.28807337952532347,121,0.0,0,1,memoryless,0,E_in,20.0
85,3.2472647102337504,40,9.4956365107407,0.7527352897662495,20.0,5.748697633097736,14.25130236690228,0.2915923309068652,121,0.0,0,1,memoryless,0,E_in,20.0
86,3.1979259033436858,40,9.176384883602545,0.8020740966563142,20.0,5.485682786995402,14.514317213004606,0.28425488006055827,117,0.0,0,1,memoryless,0,E_in,20.0
87,3.190189818489028,40,9.12731054782531,0.8098101815109728,20.0,5.559650826734174,14.440349173265838,0.2835303644889915,122,0.0,0,1,memoryless,0,E_in,20.0
88,3.3853155030630893,40,10.449163174969602,0.6146844969369113,20.0,5.572449840520929,14.427550159479082,0.2846967913749812,136,0.0,0,1,memoryless,0,E_in,20.0
89,2.959887967269333,40,7.780635349266203,1.040112032730667,20.0,5.571437420448675,14.42856257955134,0.2855414869280465,101,0.0,0,1,memoryless,0,E_in,20.0
90,3.15782018717963,40,8.924802150946729,0.8421798128203705,20.0,5.634390180567925,14.365609819432079,0.2875696927623641,113,0.0,0,1,memoryless,0,E_in,20.0
91,3.3134527936714573,40,9.941425907627114,0.6865472063285425,20.0,5.6685611162008875,14.331438883799123,0.28769643314331095,125,0.0,0,1,memoryless,0,E_in,20.0
92,3.247835925871467,40,9.49939692430274,0.7521640741285336,20.0,5.733026801729691,14.266973198270321,0.28990526845434705,123,0.0,0,1,memoryless,0,E_in,20.0
93,3.322791362030305,40,10.00598550245952,0.6772086379696955,20.0,5.70595486886517,14.294045131134844,0.28735899658985353,129,0.0,0,1,memoryless,0,E_in,20.0
94,3.347400161413324,40,10.178126777172944,0.652599838586676,20.0,5.651931241193394,14.348068758806615,0.28547353303802947,128,0.0,0,1,memoryless,0,E_in,20.0
95,3.2756630287512447,40,9.68440241504596,0.7243369712487554,20.0,5.816140603160016,14.183859396839999,0.29026264862571627,124,0.0,0,1,memoryless,0,E_in,20.0
96,3.20266392318086,40,9.206571003644113,0.7973360768191393,20.0,5.647696094402296,14.35230390559772,0.2868919969600323,119,0.0,0,1,memoryless,0,E_in,20.0
97,3.086436008833441,40,8.493952311509549,0.9135639911665595,20.0,5.522980478616686,14.477019521383323,0.28625144765073046,111,0.0,0,1,memoryless,0,E_in,20.0
98,3.398102606382854,40,10.542189361686898,0.6018973936171452,20.0,5.64092460217175,14.35907539782826,0.2856889795911517,139,0.0,0,1,memoryless,0,E_in,20.0
99,3.13098438290843,40,8.760324935817323,0.8690156170915704,20.0,5.327830880421253,14.672169119578758,0.2800369033037747,113,0.0,0,1,memoryless,0,E_in,20.0
100,3.300913051371114,40,9.855390603044999,0.6990869486288853,20.0,5.661522334740296,14.338477665259722,0.28947676817597445,130,0.0,0,1,memoryless,0,E_in,20.0
101,3.052130172612828,40,8.294357164119853,0.947869827387171,20.0,5.6686618905989095,14.331338109401106,0.286629851616974,106,0.0,0,1,memoryless,0,E_in,20.0
102,3.0079595446436906,40,8.044259066804356,0.9920404553563091,20.0,5.567419712467949,14.43258028753206,0.28518241608299805,101,0.0,0,1,memoryless,0,E_in,20.0
103,3.1821361954192233,40,9.07650069221237,0.817863804580776,20.0,5.572519906492254,14.427480093507766,0.2864562388406143,122,0.0,0,1,memoryless,0,E_in,20.0
104,3.212827315524261,40,9.27165777071512,0.7871726844757403,20.0,5.644657081251494,14.35534291874852,0.286645565887818,120,0.0,0,1,memoryless,0,E_in,20.0
105,3.3528202597421206,40,10.21643716460271,0.6471797402578794,20.0,5.574808644641099,14.425191355358914,0.284737782333367,132,0.0,0,1,memoryless,0,E_in,20.0
106,3.0641026747223483,40,8.363475998128076,0.935897325277651,20.0,5.671783696326489,14.328216303673525,0.28754953355860363,106,0.0,0,1,memoryless,0,E_in,20.0
107,3.3578704144501534,40,10.252262474653367,0.6421295855498462,20.0,5.86823398316236,14.131766016837648,0.29021216690376783,136,0.0,0,1,memoryless,0,E_in,20.0
108,3.1846099143853372,40,9.09207707638516,0.8153900856146626,20.0,5.567101749057013,14.432898250942996,0.2875415015723555,118,0.0,0,1,memoryless,0,E_in,20.0
109,3.2713243611635296,40,9.655321920031334,0.7286756388364701,20.0,5.655613514479299,14.344386485520712,0.2882295337555454,123,0.0,0,1,memoryless,0,E_in,20.0
110,2.981399437990709,40,7.897518645009911,1.0186005620092908,20.0,5.460305387042913,14.539694612957103,0.28532898156806447,98,0.0,0,1,memoryless,0,E_in,20.0
111,3.219750063964627,40,9.316254581090226,0.7802499360353731,20.0,5.697082465879992,14.302917534120022,0.2871165964559394,122,0.0,0,1,memoryless,0,E_in,20.0
112,3.314472898394488,40,9.948457803798567,0.6855271016055122,20.0,5.7111752840893555,14.288824715910662,0.2890409776436532,126,0.0,0,1,memoryless,0,E_in,20.0
113,3.342632740869095,40,10.14454842265258,0.6573672591309049,20.0,5.585364933712187,14.414635066287824,0.28463741699210127,134,0.0,0,1,memoryless,0,E_in,20.0
114,3.3652705457287526,40,10.304985328275873,0.6347294542712477,20.0,5.641620699630892,14.358379300369126,0.2861086416775376,134,0.0,0,1,memoryless,0,E_in,20.0
115,3.1493645871705276,40,8.872647094972674,0.8506354128294726,20.0,5.65402330533659,14.345976694663422,0.28704915793403607,113,0.0,0,1,memoryless,0,E_in,20.0
116,3.2076277363072245,40,9.238302177139719,0.7923722636927749,20.0,5.578193279665375,14.421806720334644,0.2868554092062012,119,0.0,0,1,memoryless,0,E_in,20.0
117,3.1368468187288796,40,8.795995211088082,0.8631531812711202,20.0,5.645658858096959,14.354341141903049,0.28735079649360573,114,0.0,0,1,memoryless,0,E_in,20.0
118,3.1090024492319017,40,8.627858100869684,0.8909975507680983,20.0,5.521507881640222,14.478492118359789,0.28309525003689084,111,0.0,0,1,memoryless,0,E_in,20.0
119,3.149405715623013,40,8.872900040630443,0.8505942843769867,20.0,5.678950724103492,14.321049275896518,0.28738449206029365,115,0.0,0,1,memoryless,0,E_in,20.0
120,3.195560569760821,40,9.161352304069698,0.8044394302391784,20.0,5.513080360520322,14.486919639479694,0.28574800280607515,111,0.0,0,1,memoryless,0,E_in,20.0
121,3.18381681355938,40,9.087080211528587,0.8161831864406196,20.0,5.544938454897961,14.45506154510205,0.2856756043128762,116,0.0,0,1,memoryless,0,E_in,20.0
122,3.3098203883681263,40,9.916426954314428,0.690179611631874,20.0,5.65465574886572,14.345344251134287,0.28742798014530135,129,0.0,0,1,memoryless,0,E_in,20.0
123,3.103466345236222,40,8.594813562104274,0.8965336547637782,20.0,5.4465638863022825,14.55343611369773,0.28264279764537503,111,0.0,0,1,memoryless,0,E_in,20.0
124,3.0050774477080875,40,8.028204951909148,0.9949225522919118,20.0,5.527710103754764,14.472289896245256,0.28389168932353837,104,0.0,0,1,memoryless,0,E_in,20.0
125,3.191835107286553,40,9.137725519499593,0.808164892713447,20.0,5.693557613941587,14.306442386058423,0.2879864477675076,114,0.0,0,1,memoryless,0,E_in,20.0
126,3.3218929902594327,40,9.999756676221642,0.6781070097405663,20.0,5.57484212830523,14.425157871694786,0.2866308565728444,127,0.0,0,1,memoryless,0,E_in,20.0
127,3.0820989852132286,40,8.468456171037507,0.9179010147867722,20.0,5.566041229944801,14.433958770055211,0.284645593017772,111,0.0,0,1,memoryless,0,E_in,20.0
128,3.1538979749489613,40,8.900571508455103,0.8461020250510386,20.0,5.515836068771083,14.484163931228927,0.28569941935920906,116,0.0,0,1,memoryless,0,E_in,20.0
129,3.2592784642154813,40,9.575039669919974,0.7407215357845185,20.0,5.576379029839542,14.423620970160467,0.2862829370928795,122,0.0,0,1,memoryless,0,E_in,20.0
130,3.1639627612880394,40,8.96288236147085,0.8360372387119606,20.0,5.751679360930271,14.248320639069753,0.29060618379498265,112,0.0,0,1,memoryless,0,E_in,20.0
131,3.3181451082179994,40,9.973812683317993,0.6818548917820006,20.0,5.713012477520279,14.286987522479729,0.2893534414980616,129,0.0,0,1,memoryless,0,E_in,20.0
132,3.1966344699811717,40,9.168174286948348,0.8033655300188283,20.0,5.733256781585615,14.266743218414392,0.2911249643781955,115,0.0,0,1,memoryless,0,E_in,20.0
133,3.292750114643665,40,9.799785113612199,0.7072498853563342,20.0,5.718919655817205,14.28108034418281,0.28954721554160684,124,0.0,0,1,memoryless,0,E_in,20.0
134,3.33557202866327,40,10.095021153668268,0.6644279713367303,20.0,5.656999036886972,14.343000963113042,0.28671054875056373,130,0.0,0,1,memoryless,0,E_in,20.0
135,3.129763324865043,40,8.752913570677274,0.870236675134957,20.0,5.654469263016675,14.345530736983333,0.2895723533927048,113,0.0,0,1,memoryless,0,E_in,20.0
136,3.286484318027697,40,9.75731576962787,0.7135156819723039,20.0,5.659124584557794,14.34087541544222,0.2887879492216403,129,0.0,0,1,memoryless,0,E_in,20.0
137,3.15486948211168,40,8.906567149116958,0.8451305178883197,20.0,5.703007236889513,14.296992763110492,0.287476928495083,114,0.0,0,1,memoryless,0,E_in,20.0
138,3.030144737005865,40,8.168916503316815,0.9698552629941347,20.0,5.490937582055742,14.50906241794427,0.2829690308416693,99,0.0,0,1,memoryless,0,E_in,20.0
139,3.01745361289583,40,8.097371187499228,0.9825463871041701,20.0,5.428690653678155,14.571309346321863,0.2849070994517527,103,0.0,0,1,memoryless,0,E_in,20.0
140,3.174795238969014,40,9.03043346230137,0.8252047610309863,20.0,5.5477215549313765,14.452278445068643,0.2883460350290445,117,0.0,0,1,memoryless,0,E_in,20.0
141,3.2172374403539523,40,9.300043345671467,0.7827625596460472,20.0,5.587686158550834,14.412313841449182,0.2869935611616539,122,0.0,0,1,memoryless,0,E_in,20.0
142,3.201296149104019,40,9.19784667771073,0.7987038508959803,20.0,5.677678354778264,14.322321645221749,0.2881840678866711,121,0.0,0,1,memoryless,0,E_in,20.0
143,3.0541055407078286,40,8.30572174922188,0.9458944592921714,20.0,5.561317794554696,14.43868220544532,0.28392148207888246,103,0.0,0,1,memoryless,0,E_in,20.0
144,3.2762318153291314,40,9.68822127068623,0.7237681846708687,20.0,5.627634838537437,14.372365161462577,0.2887672199256741,126,0.0,0,1,memoryless,0,E_in,20.0
145,3.2143561792613387,40,9.281488410228759,0.7856438207386609,20.0,5.6066882220242675,14.39331177797574,0.2864469144776097,122,0.0,0,1,memoryless,0,E_in,20.0
146,3.2705981828127024,40,9.650463151382644,0.7294018171872974,20.0,5.574443593504185,14.425556406495831,0.28415033434665005,127,0.0,0,1,memoryless,0,E_in,20.0
147,3.310115400664119,40,9.918454941471305,0.6898845993358806,20.0,5.774727494819705,14.225272505180312,0.2911679004611013,131,0.0,0,1,memoryless,0,E_in,20.0
148,3.2510312477480943,40,9.520459774605095,0.7489687522519063,20.0,5.572500162277733,14.42749983772228,0.2861037255335445,123,0.0,0,1,memoryless,0,E_in,20.0
149,3.281713559767569,40,9.725103200825021,0.718286440232431,20.0,5.63577747404239,14.364222525957624,0.2868110629570248,126,0.0,0,1,memoryless,0,E_in,20.0
150,3.144667514184916,40,8.843806833765647,0.8553324858150841,20.0,5.606667858830841,14.393332141169182,0.28629839377641775,112,0.0,0,1,memoryless,0,E_in,20.0
151,3.2733657879542166,40,9.668993960361968,0.7266342120457834,20.0,5.48783477990007,14.512165220099947,0.2858989694728088,130,0.0,0,1,memoryless,0,E_in,20.0
152,3.29485790938109,40,9.81411318124973,0.7051420906189099,20.0,5.613203720928796,14.386796279071214,0.2886609918603301,124,0.0,0,1,memoryless,0,E_in,20.0
153,3.346077139623829,40,10.168797216474635,0.6539228603761716,20.0,5.660612348276411,14.339387651723596,0.2881540335199681,134,0.0,0,1,memoryless,0,E_in,20.0
154,3.2126408426755058,40,9.270459457378397,0.7873591573244945,20.0,5.509976331912421,14.490023668087595,0.2830464639225331,120,0.0,0,1,memoryless,0,E_in,20.0
155,3.3549656016186766,40,10.231640692859079,0.6450343983813233,20.0,5.768392327680248,14.231607672319763,0.29075477886923523,132,0.0,0,1,memoryless,0,E_in,20.0
156,3.1447150936738577,40,8.844098503686345,0.8552849063261421,20.0,5.643807625580111,14.356192374419905,0.2861706489054074,114,0.0,0,1,memoryless,0,E_in,20.0
157,3.3020668229256396,40,9.863275441530632,0.6979331770743604,20.0,5.741667079614272,14.258332920385742,0.2903919219085236,130,0.0,0,1,memoryless,0,E_in,20.0
158,3.192882289341312,40,9.1443605570785,0.8071177106586884,20.0,5.635804477111749,14.364195522888272,0.28775373346980854,123,0.0,0,1,memoryless,0,E_in,20.0
159,3.391326203224871,40,10.49278833679961,0.6086737967751293,20.0,5.553648977303735,14.446351022696277,0.28538115509307055,138,0.0,0,1,memoryless,0,E_in,20.0
160,3.253758909373686,40,9.538476858298718,0.7462410906263142,20.0,5.6167982590484495,14.38320174095156,0.28826266662049926,125,0.0,0,1,memoryless,0,E_in,20.0
161,3.214035343458379,40,9.279424562629652,0.785964656541621,20.0,5.728683660883247,14.271316339116765,0.2914398379307391,125,0.0,0,1,memoryless,0,E_in,20.0
162,3.156804827094808,40,8.918523138744458,0.8431951729051921,20.0,5.540813918787416,14.459186081212593,0.2868652874862434,115,0.0,0,1,memoryless,0,E_in,20.0
163,3.153216614080022,40,8.896368909077452,0.8467833859199785,20.0,5.558666756955718,14.44133324304429,0.28616928219401955,114,0.0,0,1,memoryless,0,E_in,20.0
164,2.9746222835484826,40,7.860506535403092,1.0253777164515179,20.0,5.64096371690243,14.359036283097577,0.28958872447036327,97,0.0,0,1,memoryless,0,E_in,20.0
