step,output_entropy,fragmentation,effective_modes,kl_from_uniform,energy_in,energy_out,energy_lost,throughput_mean,active_area,mean_age,n_replicating,regime,regime_name,seed,sweep_param,sweep_value
236,1.4856509314240434,40,2.8004349780319546,2.5143490685759566,20.0,4.223826350497438,15.77617364950257,0.25799937442301624,30,4.03125,0,2,persistent,1,E_in,20.0
237,1.5938218624947422,40,3.0184792057720893,2.406178137505258,20.0,4.209822761376724,15.790177238623285,0.25750558086237146,33,3.9344262295081966,0,2,persistent,1,E_in,20.0
238,1.4200962913677444,40,2.676033713046953,2.579903708632256,20.0,4.190471705881066,15.809528294118953,0.25758299239633603,28,3.727272727272727,0,2,persistent,1,E_in,20.0
239,1.475322072393297,40,2.78045708957471,2.524677927606703,20.0,4.218619893401931,15.781380106598077,0.25836120420752484,29,3.096774193548387,0,2,persistent,1,E_in,20.0
240,1.7768184259838073,40,3.4266965164171137,2.223181574016192,20.0,4.251340670942972,15.748659329057038,0.25876124503387166,38,2.7222222222222223,0,2,persistent,1,E_in,20.0
241,1.7495202007315576,40,3.3624672142441123,2.250479799268442,20.0,4.227457319945328,15.772542680054688,0.2582972202480199,37,3.208955223880597,0,2,persistent,1,E_in,20.0
242,1.29135579637666,40,2.4475796281029174,2.70864420362334,20.0,4.1818519012564455,15.818148098743563,0.2571899450120736,25,3.4814814814814814,0,2,persistent,1,E_in,20.0
243,1.4847317176743209,40,2.7986512480249575,2.515268282325679,20.0,4.216800389365871,15.78319961063413,0.25787139184303975,31,3.015625,0,2,persistent,1,E_in,20.0
244,1.5993077765897672,40,3.0299789617816666,2.400692223410233,20.0,4.204531160430711,15.795468839569295,0.25815266536153003,35,3.2222222222222223,0,2,persistent,1,E_in,20.0
245,1.66579011560052,40,3.1728737470398043,2.3342098843994807,20.0,4.226743871208578,15.773256128791436,0.25888083727879063,38,3.1739130434782608,0,2,persistent,1,E_in,20.0
246,1.7347584868924,40,3.3282377314674485,2.2652415131076,20.0,4.249883565122555,15.750116434877452,0.25891855760244087,39,3.136986301369863,0,2,persistent,1,E_in,20.0
247,1.610698974688694,40,3.0539976980172843,2.389301025311306,20.0,4.212840730225061,15.787159269774946,0.2578060216866431,35,3.640625,0,2,persistent,1,E_in,20.0
248,1.3081628655103188,40,2.476260110329184,2.691837134489681,20.0,4.164110718942422,15.835889281057593,0.2569940289215566,26,3.68,0,2,persistent,1,E_in,20.0
249,1.392528359363991,40,2.6253838295699357,2.6074716406360086,20.0,4.168417533295979,15.831582466704031,0.2569545409250997,28,3.326923076923077,0,2,persistent,1,E_in,20.0
250,1.3150602734983958,40,2.488127254414845,2.684939726501604,20.0,4.146617540382204,15.85338245961781,0.2567809442782897,26,3.3043478260869565,0,2,persistent,1,E_in,20.0
251,1.3733821011538154,40,2.590772078890647,2.626617898846184,20.0,4.172150955763362,15.827849044236649,0.2572843692172618,28,2.923076923076923,0,2,persistent,1,E_in,20.0
252,1.236955208058172,40,2.3570056355712707,2.763044791941828,20.0,4.137173983586729,15.862826016413276,0.25719504900091794,24,3.3488372093023258,0,2,persistent,1,E_in,20.0
253,1.5257124369185147,40,2.8792886698207383,2.4742875630814853,20.0,4.168632732574686,15.83136726742533,0.2587354814210592,32,2.3962264150943398,0,2,persistent,1,E_in,20.0
254,1.4921992514222238,40,2.8131749021629227,2.507800748577776,20.0,4.196580854731559,15.803419145268453,0.25879373961079594,31,2.7796610169491527,0,2,persistent,1,E_in,20.0
255,1.6345021162304834,40,3.1048038263947135,2.3654978837695175,20.0,4.244818527874113,15.755181472125905,0.2597644580365879,34,2.757142857142857,0,2,persistent,1,E_in,20.0
256,1.611903033026704,40,3.056547596774955,2.3880969669732957,20.0,4.225298637986757,15.774701362013253,0.25965224437375717,33,3.246153846153846,0,2,persistent,1,E_in,20.0
257,1.7348142443123318,40,3.328366364012549,2.2651857556876682,20.0,4.2420593683961885,15.75794063160383,0.2599362549196553,36,3.5217391304347827,0,2,persistent,1,E_in,20.0
258,1.5819873763688372,40,2.9938197774448865,2.4180126236311628,20.0,4.202035106770471,15.797964893229535,0.2585478826470981,32,4.016949152542373,0,2,persistent,1,E_in,20.0
259,1.6367827306693474,40,3.1097157862358604,2.363217269330652,20.0,4.184020211899304,15.815979788100702,0.25838389813391754,34,4.214285714285714,0,2,persistent,1,E_in,20.0
260,1.5958401654069587,40,3.022704955931552,2.4041598345930417,20.0,4.183871992415208,15.816128007584805,0.2579904929003956,33,3.732142857142857,0,2,persistent,1,E_in,20.0
261,1.4483215729140428,40,2.7289038674375976,2.5516784270859576,20.0,4.161699517806449,15.83830048219356,0.25683351610641675,30,3.3076923076923075,0,2,persistent,1,E_in,20.0
262,1.2990927897541646,40,2.4607409517814745,2.700907210245835,20.0,4.148128605785352,15.851871394214658,0.25655234806334487,26,3.3541666666666665,0,2,persistent,1,E_in,20.0
263,1.3200249728237825,40,2.4967043149873818,2.679975027176217,20.0,4.119622917528769,15.880377082471243,0.2557632018625593,27,3.1951219512195124,0,2,persistent,1,E_in,20.0
264,1.2874140396504004,40,2.440901435352586,2.7125859603496,20.0,4.13078748421132,15.869212515788698,0.2563252428978108,26,3.488372093023256,0,2,persistent,1,E_in,20.0
265,1.2632367270144358,40,2.4003365956554896,2.7367632729855638,20.0,4.153977402013993,15.84602259798601,0.25690972442067506,24,2.6666666666666665,0,2,persistent,1,E_in,20.0
266,1.158523119230628,40,2.232287922439244,2.841476880769371,20.0,4.156038185296515,15.843961814703492,0.257321472189617,21,2.5106382978723403,0,2,persistent,1,E_in,20.0
267,1.2740848452937845,40,2.4184535774073073,2.725915154706216,20.0,4.15780287834956,15.842197121650456,0.2575234891975359,24,2.9361702127659575,0,2,persistent,1,E_in,20.0
268,1.3203785202792604,40,2.497316233375746,2.679621479720739,20.0,4.18122427340187,15.818775726598139,0.25812934629486683,26,2.943396226415094,0,2,persistent,1,E_in,20.0
269,1.3113626693481706,40,2.4817583894771236,2.688637330651829,20.0,4.172455094359691,15.82754490564032,0.2579470833158401,25,2.98,0,2,persistent,1,E_in,20.0
270,1.4251800584169212,40,2.685480151324172,2.574819941583079,20.0,4.209845081121925,15.79015491887809,0.2583884121323846,29,2.7333333333333334,0,2,persistent,1,E_in,20.0
271,1.4606997157114225,40,2.752418251896222,2.5393002842885775,20.0,4.2273541163098765,15.77264588369014,0.25828208721269724,30,3.1076923076923078,0,2,persistent,1,E_in,20.0
272,1.37938439953269,40,2.6015733781535944,2.62061560046731,20.0,4.223659098388577,15.776340901611432,0.25789048574091267,27,3.7936507936507935,0,2,persistent,1,E_in,20.0
273,1.3984637363511818,40,2.6362071432441576,2.6015362636488186,20.0,4.2123426042981365,15.787657395701876,0.257750961876078,27,3.85,0,2,persistent,1,E_in,20.0
274,1.2839546228758747,40,2.4350554462600593,2.716045377124125,20.0,4.196333768900219,15.80366623109979,0.2576119712572967,25,3.75,0,2,persistent,1,E_in,20.0
275,1.4595538670487063,40,2.7502330342627372,2.5404461329512937,20.0,4.215142950056143,15.78485704994387,0.2581153281573491,29,3.622950819672131,0,2,persistent,1,E_in,20.0
276,1.4692675245581623,40,2.7688128162421943,2.530732475441838,20.0,4.20386764618545,15.79613235381457,0.25776118250476826,29,4.0508474576271185,0,2,persistent,1,E_in,20.0
277,1.3648542933781322,40,2.575503130024272,2.6351457066218678,20.0,4.177643261337855,15.822356738662153,0.25742623807722614,27,3.849056603773585,0,2,persistent,1,E_in,20.0
278,1.1870222502395231,40,2.2768231726187547,2.812977749760477,20.0,4.152758727919068,15.84724127208095,0.2567317760839236,22,3.5434782608695654,0,2,persistent,1,E_in,20.0
279,1.3500430633509097,40,2.549197345106943,2.649956936649091,20.0,4.185600527304817,15.814399472695202,0.25742422206281396,26,3.0,0,2,persistent,1,E_in,20.0
280,1.5604083673561902,40,2.9493731621169346,2.4395916326438107,20.0,4.229692754228494,15.770307245771523,0.2583763392078978,32,2.90625,0,2,persistent,1,E_in,20.0
281,1.392322442942409,40,2.625009134260625,2.6076775570575905,20.0,4.204926474024793,15.795073525975221,0.25791119872144447,27,3.4827586206896552,0,2,persistent,1,E_in,20.0
282,1.6134353937338872,40,3.0597958381581143,2.3865646062661128,20.0,4.206850642294295,15.793149357705714,0.2575079818693299,33,3.7049180327868854,0,2,persistent,1,E_in,20.0
283,1.6832730936272868,40,3.211557426130009,2.3167269063727125,20.0,4.23221684685827,15.767783153141748,0.258510292643032,35,3.5671641791044775,0,2,persistent,1,E_in,20.0
284,1.6644828953374646,40,3.170000120790408,2.3355171046625354,20.0,4.220870834845457,15.779129165154552,0.2584243527131003,34,3.78125,0,2,persistent,1,E_in,20.0
285,1.703974057974294,40,3.2579716680740387,2.2960259420257056,20.0,4.276452804641856,15.723547195358147,0.25945487094791814,36,3.4025974025974026,0,2,persistent,1,E_in,20.0
286,1.4650625799714536,40,2.7607544578031593,2.534937420028546,20.0,4.260692286727845,15.739307713272169,0.25882441904564546,30,3.625,0,2,persistent,1,E_in,20.0
287,1.422397321977277,40,2.680305266280434,2.577602678022723,20.0,4.24335654174601,15.756643458254,0.25880241454438263,28,4.014925373134329,0,2,persistent,1,E_in,20.0
288,1.4984201996757442,40,2.825331595644724,2.501579800324256,20.0,4.255374694190642,15.744625305809365,0.2586391029221025,30,4.0,0,2,persistent,1,E_in,20.0
289,1.5675345846025093,40,2.9639776820935158,2.4324654153974907,20.0,4.268438062069403,15.731561937930604,0.25867791565084886,32,4.081081081081081,0,2,persistent,1,E_in,20.0
290,1.425795116791169,40,2.6866252853589057,2.5742048832088305,20.0,4.263153355685221,15.736846644314795,0.258430135394137,28,4.619718309859155,0,2,persistent,1,E_in,20.0
291,1.2956796287117296,40,2.454926155456956,2.704320371288271,20.0,4.22360766183486,15.776392338165156,0.2584784143998824,24,4.596774193548387,0,2,persistent,1,E_in,20.0
292,1.327860257508684,40,2.5103008177451156,2.672139742491316,20.0,4.235189503140628,15.76481049685938,0.25911002600090777,25,4.2,0,2,persistent,1,E_in,20.0
293,1.2836151657002168,40,2.4344825602502054,2.7163848342997827,20.0,4.24132707351788,15.758672926482134,0.25961024523109266,24,4.621212121212121,0,2,persistent,1,E_in,20.0
294,1.238335849229998,40,2.3592623402327773,2.7616641507700015,20.0,4.239917551476634,15.76008244852338,0.2591775753641745,23,4.96969696969697,0,2,persistent,1,E_in,20.0
295,1.1841742618549636,40,2.2723329860842054,2.815825738145036,20.0,4.197503370191967,15.802496629808042,0.25760258559021737,22,4.631578947368421,0,2,persistent,1,E_in,20.0
296,1.1592737777904416,40,2.233449721716925,2.8407262222095597,20.0,4.219379156373611,15.780620843626394,0.25781717508149005,22,3.953125,0,2,persistent,1,E_in,20.0
297,1.3392651956022255,40,2.5302241467128357,2.6607348043977748,20.0,4.210344570326262,15.789655429673749,0.2579656337069656,27,3.253968253968254,0,2,persistent,1,E_in,20.0
298,1.1374982370294653,40,2.199991938168918,2.862501762970535,20.0,4.199749192351417,15.800250807648593,0.25785273199374437,22,2.95,0,2,persistent,1,E_in,20.0
299,1.412346298436395,40,2.6616969079940374,2.587653701563605,20.0,4.214069050036841,15.785930949963175,0.25739480658501396,28,2.953125,0,2,persistent,1,E_in,20.0
0,2.9437930927135905,40,7.694316060901778,1.0562069072864098,20.0,5.7053490505166815,14.294650949483332,0.2899028034354147,97,0.0,0,2,persistent,2,E_in,20.0
1,2.7781791626573913,40,6.859860139392915,1.2218208373426085,20.0,5.298223821721271,14.701776178278745,0.2815135872717042,85,0.9623287671232876,0,2,persistent,2,E_in,20.0
2,2.580503511038521,40,5.981484211687509,1.4194964889614794,20.0,5.015502401054298,14.984497598945715,0.275444168194733,72,1.8319327731092436,0,2,persistent,2,E_in,20.0
3,2.382782020386286,40,5.215414874272722,1.6172179796137147,20.0,4.8074291633416255,15.192570836658389,0.27088261254966983,63,2.6243654822335025,0,2,persistent,2,E_in,20.0
4,2.2577786093318375,40,4.782545219012622,1.7422213906681618,20.0,4.709181960790172,15.29081803920984,0.269270690487151,57,3.434285714285714,0,2,persistent,2,E_in,20.0
5,2.0622665396268767,40,4.176419236842008,1.9377334603731238,20.0,4.643946243574215,15.356053756425789,0.2675033908104517,49,3.96875,0,2,persistent,2,E_in,20.0
6,1.9200873342456828,40,3.7844596740745904,2.0799126657543177,20.0,4.539351825715144,15.460648174284874,0.265197434086908,44,4.394160583941606,0,2,persistent,2,E_in,20.0
7,1.8530011830949744,40,3.612509003076401,2.1469988169050254,20.0,4.460428750365141,15.539571249634871,0.2638161064224412,41,4.966666666666667,0,2,persistent,2,E_in,20.0
8,1.9150290061641875,40,3.7712139652074548,2.084970993835813,20.0,4.466364115795555,15.533635884204458,0.2636587623532175,43,5.1735537190082646,0,2,persistent,2,E_in,20.0
9,2.009352449593522,40,4.026014727011617,1.9906475504064784,20.0,4.483716246921785,15.516283753078234,0.26327713345612624,47,5.23015873015873,0,2,persistent,2,E_in,20.0
10,1.844675536174638,40,3.591721618242509,2.1553244638253624,20.0,4.380523064015841,15.619476935984174,0.2620821802556195,41,5.865384615384615,0,2,persistent,2,E_in,20.0
11,1.6609481154015806,40,3.1622427385382346,2.3390518845984194,20.0,4.317362604376248,15.682637395623766,0.26040309977564013,35,5.488888888888889,0,2,persistent,2,E_in,20.0
12,1.9647337329834333,40,3.9034065551940302,2.0352662670165658,20.0,4.3376846564257985,15.662315343574214,0.26070412370053264,46,5.010204081632653,0,2,persistent,2,E_in,20.0
13,1.943359747905445,40,3.8460026264641303,2.0566402520945557,20.0,4.334477264529015,15.665522735470992,0.2599450074351546,43,4.4361702127659575,0,2,persistent,2,E_in,20.0
14,1.7114534999815816,40,3.274906005850501,2.288546500018418,20.0,4.2984336942514165,15.701566305748592,0.2592667892975901,36,4.440476190476191,0,2,persistent,2,E_in,20.0
15,1.78812417753545,40,3.453655489059273,2.21187582246455,20.0,4.310643319925295,15.689356680074718,0.2605193655165517,41,4.2,0,2,persistent,2,E_in,20.0
16,1.5308865319575777,40,2.889633517078166,2.4691134680424227,20.0,4.237351208443508,15.762648791556503,0.2588306626781342,33,4.6,0,2,persistent,2,E_in,20.0
17,1.428752827348277,40,2.692138862893482,2.5712471726517228,20.0,4.227010010291333,15.772989989708684,0.2585082707052895,31,4.720588235294118,0,2,persistent,2,E_in,20.0
18,1.4219156893551235,40,2.6794106163657196,2.578084310644876,20.0,4.225697848286114,15.774302151713893,0.25859060965939673,31,4.235294117647059,0,2,persistent,2,E_in,20.0
19,1.6253556351261669,40,3.0851820775613295,2.374644364873834,20.0,4.217401371442158,15.782598628557848,0.25893102968722226,34,4.3538461538461535,0,2,persistent,2,E_in,20.0
20,1.4191284393636776,40,2.6742390607173134,2.5808715606363215,20.0,4.172024522269847,15.827975477730165,0.25745534014569493,30,4.018867924528302,0,2,persistent,2,E_in,20.0
21,1.2951098696148242,40,2.4539568304709913,2.704890130385176,20.0,4.178497211466997,15.821502788533016,0.2572753992328545,27,3.611111111111111,0,2,persistent,2,E_in,20.0
22,1.0417112588616464,40,2.0586681035817844,2.958288741138354,20.0,4.186550225189414,15.813449774810595,0.257439211813838,20,3.4716981132075473,0,2,persistent,2,E_in,20.0
23,1.2560046556227498,40,2.388334081366731,2.74399534437725,20.0,4.20120765899585,15.798792341004162,0.2579075512041383,25,3.824561403508772,0,2,persistent,2,E_in,20.0
24,1.4604354250243379,40,2.7519140761253156,2.539564574975662,20.0,4.208449499062377,15.791550500937637,0.2582802980529599,31,3.721311475409836,0,2,persistent,2,E_in,20.0
25,1.5074511479810369,40,2.8430730102749906,2.4925488520189627,20.0,4.194679201636006,15.805320798364002,0.2576714320593606,33,3.9661016949152543,0,2,persistent,2,E_in,20.0
26,1.4421135406284546,40,2.7171864042491696,2.5578864593715456,20.0,4.225260747420403,15.774739252579616,0.2581895957932445,32,3.984848484848485,0,2,persistent,2,E_in,20.0
27,1.4812221695126353,40,2.7918514295728674,2.518777830487365,20.0,4.191836040032606,15.808163959967413,0.2576801808030689,33,4.11864406779661,0,2,persistent,2,E_in,20.0
28,1.4595059646889377,40,2.750141718730768,2.5404940353110623,20.0,4.208753130003553,15.79124686999645,0.2579859522679644,30,3.95,0,2,persistent,2,E_in,20.0
29,1.4002927342916438,40,2.6395513531632435,2.5997072657083558,20.0,4.220429001161735,15.779570998838286,0.2584691189928838,29,3.629032258064516,0,2,persistent,2,E_in,20.0
30,1.4584376118747917,40,2.7481059218697577,2.541562388125208,20.0,4.221553468675914,15.778446531324104,0.2588194784698565,30,3.0634920634920637,0,2,persistent,2,E_in,20.0
31,1.5724090229219703,40,2.974009019820861,2.4275909770780295,20.0,4.265707750138523,15.734292249861486,0.259529054364454,34,2.6216216216216215,0,2,persistent,2,E_in,20.0
32,1.5977161958040456,40,3.026638132935803,2.4022838041959544,20.0,4.23650657699357,15.763493423006445,0.2590371193253599,35,2.9130434782608696,0,2,persistent,2,E_in,20.0
33,1.5799846011836252,40,2.9896665864563126,2.4200153988163753,20.0,4.237268123343086,15.762731876656916,0.2587377222707544,34,2.9855072463768115,0,2,persistent,2,E_in,20.0
34,1.7117885424587946,40,3.275666637866847,2.2882114575412054,20.0,4.230205737278908,15.769794262721097,0.25850015165586254,38,3.073529411764706,0,2,persistent,2,E_in,20.0
35,1.6613781989101395,40,3.1631855789538026,2.338621801089861,20.0,4.227114107161813,15.772885892838195,0.25875102159434193,36,3.253731343283582,0,2,persistent,2,E_in,20.0
36,1.5434592050242264,40,2.9149258913503027,2.4565407949757736,20.0,4.211134636012417,15.788865363987595,0.25785286803094026,32,3.5873015873015874,0,2,persistent,2,E_in,20.0
37,1.6347557197873184,40,3.1053496510359837,2.3652442802126816,20.0,4.243728054854666,15.756271945145349,0.25823000662316153,34,3.463768115942029,0,2,persistent,2,E_in,20.0
38,1.7116549401810435,40,3.275363305389571,2.288345059818957,20.0,4.256018173065044,15.743981826934968,0.2586675414771318,36,3.4246575342465753,0,2,persistent,2,E_in,20.0
39,1.741828847522005,40,3.3445887946487742,2.2581711524779946,20.0,4.244920194381875,15.755079805618141,0.2583415137161423,39,3.5555555555555554,0,2,persistent,2,E_in,20.0
40,1.591501435336148,40,3.013628193458828,2.408498564663852,20.0,4.206348893588535,15.793651106411483,0.25766030227582176,34,3.774193548387097,0,2,persistent,2,E_in,20.0
41,1.490896388481271,40,2.8106355388515794,2.5091036115187286,20.0,4.192463949485104,15.807536050514912,0.25748583123062263,31,3.810344827586207,0,2,persistent,2,E_in,20.0
42,1.7960703666669027,40,3.4727302868067604,2.203929633333098,20.0,4.237885635057626,15.762114364942382,0.25835075540106583,41,3.0140845070422535,0,2,persistent,2,E_in,20.0
43,1.790725629910997,40,3.459888702100339,2.2092743700890027,20.0,4.263952648641308,15.736047351358707,0.2594426465770522,40,2.5733333333333333,0,2,persistent,2,E_in,20.0
44,1.8966513939148022,40,3.7234794464431165,2.1033486060851976,20.0,4.268317385357777,15.731682614642235,0.25855081130367824,43,3.0,0,2,persistent,2,E_in,20.0
45,1.7824521397213284,40,3.4401039024538864,2.2175478602786716,20.0,4.218274659195574,15.781725340804437,0.2580258703382471,39,3.203125,0,2,persistent,2,E_in,20.0
46,1.878892103770982,40,3.6779251097791104,2.1211078962290175,20.0,4.20222055910969,15.797779440890311,0.2579603918123422,41,3.95,0,2,persistent,2,E_in,20.0
47,1.8817623885829875,40,3.6852497353430276,2.118237611417012,20.0,4.196246290519646,15.803753709480365,0.2581527662207167,41,4.11864406779661,0,2,persistent,2,E_in,20.0
48,1.916501461585228,40,3.7750649378662753,2.083498538414772,20.0,4.240039603625494,15.759960396374517,0.2589824451233907,43,3.8115942028985508,0,2,persistent,2,E_in,20.0
49,1.9014291476604073,40,3.7358308839572896,2.0985708523395927,20.0,4.239678402022542,15.760321597977471,0.2588782584595087,43,3.757142857142857,0,2,persistent,2,E_in,20.0
50,1.95512756303333,40,3.877502101152028,2.04487243696667,20.0,4.251701942390431,15.748298057609581,0.2589311963425312,45,3.6986301369863015,0,2,persistent,2,E_in,20.0
51,1.7618280011088943,40,3.3912755247094726,2.2381719988911057,20.0,4.232057412271038,15.767942587728978,0.2583783661342514,39,3.2388059701492535,0,2,persistent,2,E_in,20.0
52,1.9235551498430126,40,3.793567346486665,2.0764448501569883,20.0,4.2447419094205,15.755258090579517,0.258818560752877,45,3.236111111111111,0,2,persistent,2,E_in,20.0
53,1.745457070984433,40,3.353010662748708,2.2545429290155665,20.0,4.2127954426815,15.787204557318516,0.2586739821542902,39,2.8095238095238093,0,2,persistent,2,E_in,20.0
54,1.8375760872398952,40,3.5740903061046545,2.1624239127601057,20.0,4.261336702516855,15.73866329748316,0.25944631644367555,42,2.7837837837837838,0,2,persistent,2,E_in,20.0
55,1.7760999866100122,40,3.4249905004232346,2.223900013389988,20.0,4.230613249837143,15.769386750162868,0.259129314460041,39,3.343283582089552,0,2,persistent,2,E_in,20.0
56,1.81737133622463,40,3.5243845234212867,2.18262866377537,20.0,4.246381616286795,15.753618383713214,0.2600524744257436,40,3.2,0,2,persistent,2,E_in,20.0
57,1.754143974703688,40,3.3732610610172733,2.245856025296312,20.0,4.236108246677697,15.76389175332232,0.25919530631534987,37,3.3582089552238807,0,2,persistent,2,E_in,20.0
58,1.5380451320886008,40,2.9040074049730924,2.4619548679113996,20.0,4.206259899661246,15.793740100338772,0.25881837809485225,31,3.694915254237288,0,2,persistent,2,E_in,20.0
59,1.6017519251013859,40,3.0351165654470145,2.398248074898614,20.0,4.222382473080005,15.777617526920011,0.25885942986305166,34,3.328125,0,2,persistent,2,E_in,20.0
60,1.7322518445490207,40,3.3224600321058917,2.2677481554509793,20.0,4.221419637738983,15.778580362261035,0.2583345793210853,39,3.5223880597014925,0,2,persistent,2,E_in,20.0
61,1.6721222513110274,40,3.1868304198201542,2.327877748688973,20.0,4.221284908136375,15.778715091863637,0.2580128822855239,37,2.8805970149253732,0,2,persistent,2,E_in,20.0
62,1.4931043252683636,40,2.814940299409246,2.5068956747316364,20.0,4.223100216288237,15.776899783711773,0.25819409814508226,33,2.925373134328358,0,2,persistent,2,E_in,20.0
63,1.4377265873758946,40,2.70893652170224,2.562273412624105,20.0,4.215299889096468,15.784700110903549,0.25820001886454524,32,3.106060606060606,0,2,persistent,2,E_in,20.0
64,1.4027459619826481,40,2.644043590931533,2.597254038017352,20.0,4.214568949719842,15.785431050280165,0.2579221432665426,30,3.276923076923077,0,2,persistent,2,E_in,20.0
65,1.4639552832776843,40,2.758636337650878,2.5360447167223157,20.0,4.225194893941076,15.774805106058936,0.2584266832024365,32,3.5,0,2,persistent,2,E_in,20.0
66,1.5991501750256978,40,3.0296479816867903,2.400849824974303,20.0,4.234677184474808,15.765322815525202,0.2578797396346769,35,4.101449275362318,0,2,persistent,2,E_in,20.0
67,1.728559620467797,40,3.3139678820363248,2.2714403795322027,20.0,4.256768079044681,15.74323192095533,0.2585165480450141,39,3.904109589041096,0,2,persistent,2,E_in,20.0
68,1.6533108211036351,40,3.1455467871732687,2.3466891788963644,20.0,4.245199467159383,15.754800532840632,0.2586107876369116,37,3.8309859154929575,0,2,persistent,2,E_in,20.0
69,1.5714245908895346,40,2.971980378273275,2.428575409110465,20.0,4.23778271254568,15.762217287454334,0.2585507483527709,34,3.7971014492753623,0,2,persistent,2,E_in,20.0
70,1.511038000467377,40,2.8501503000307067,2.4889619995326226,20.0,4.256972465715911,15.743027534284106,0.2582562125210034,31,3.7183098591549295,0,2,persistent,2,E_in,20.0
71,1.6079449276740436,40,3.0481732998458946,2.3920550723259555,20.0,4.270985689912372,15.729014310087639,0.2592783249935932,34,3.3289473684210527,0,2,persistent,2,E_in,20.0
72,1.3256550064749795,40,2.5064665946230025,2.674344993525021,20.0,4.217314920941066,15.78268507905895,0.25812574313048997,26,3.857142857142857,0,2,persistent,2,E_in,20.0
73,1.4124581640892009,40,2.6619033022754417,2.587541835910799,20.0,4.2402224293593305,15.759777570640685,0.2587715590482344,27,3.909090909090909,0,2,persistent,2,E_in,20.0
74,1.6144744721147757,40,3.062000401724845,2.3855255278852248,20.0,4.255675164263101,15.744324835736915,0.2590305101450803,32,3.742857142857143,0,2,persistent,2,E_in,20.0
75,1.4429757669339938,40,2.7188108153434123,2.5570242330660062,20.0,4.242404555762246,15.757595444237769,0.2588734537117725,27,4.151515151515151,0,2,persistent,2,E_in,20.0
76,1.2942558390659622,40,2.4525045943079604,2.705744160934038,20.0,4.202995907901874,15.797004092098135,0.25837838094931925,24,4.175438596491228,0,2,persistent,2,E_in,20.0
77,1.4930859456197645,40,2.814904437856733,2.506914054380236,20.0,4.23586822880579,15.764131771194222,0.2586996280584739,30,3.656716417910448,0,2,persistent,2,E_in,20.0
78,1.3407709400651242,40,2.532866326639043,2.6592290599348756,20.0,4.240318034383752,15.759681965616265,0.2580722420424985,26,3.242424242424242,0,2,persistent,2,E_in,20.0
79,1.4127820293999598,40,2.6625009302478335,2.5872179706000407,20.0,4.238695376898602,15.761304623101411,0.2582500211416293,27,3.212121212121212,0,2,persistent,2,E_in,20.0
80,1.3567035761732882,40,2.5609934732043467,2.6432964238267114,20.0,4.210900371038154,15.789099628961857,0.2575125849985597,26,3.7,0,2,persistent,2,E_in,20.0
81,1.3149367933855012,40,2.487914304984878,2.6850632066144993,20.0,4.200460232769817,15.799539767230193,0.2575572063128236,24,3.6551724137931036,0,2,persistent,2,E_in,20.0
82,1.525744447329438,40,2.8793525559736564,2.474255552670562,20.0,4.179380690880988,15.820619309119019,0.25773864088899895,30,3.1454545454545455,0,2,persistent,2,E_in,20.0
83,1.4222278753189173,40,2.6799904789639655,2.5777721246810823,20.0,4.147381824597611,15.852618175402403,0.2565239947013212,27,3.6808510638297873,0,2,persistent,2,E_in,20.0
84,1.1706204347452154,40,2.2510848461219655,2.829379565254785,20.0,4.126673566480503,15.873326433519514,0.25632260416720754,21,4.0,0,2,persistent,2,E_in,20.0
85,1.351236232721003,40,2.551306510402818,2.648763767278998,20.0,4.150235466754361,15.84976453324565,0.25705161660882303,25,3.9166666666666665,0,2,persistent,2,E_in,20.0
86,1.2317523129881036,40,2.348520705432466,2.7682476870118955,20.0,4.158629663015808,15.841370336984204,0.2574610951815393,22,3.7916666666666665,0,2,persistent,2,E_in,20.0
87,1.3934237696384513,40,2.627013782714338,2.6065762303615485,20.0,4.161543095601012,15.838456904399003,0.2578817909422254,27,3.56,0,2,persistent,2,E_in,20.0
88,1.2018686118018505,40,2.3003742789492403,2.7981313881981498,20.0,4.134212705708306,15.865787294291707,0.25683654549612345,23,4.116279069767442,0,2,persistent,2,E_in,20.0
89,1.261879523571423,40,2.3980795606399568,2.7381204764285765,20.0,4.154371234384812,15.845628765615198,0.2573863603707521,26,3.1176470588235294,0,2,persistent,2,E_in,20.0
90,1.2922972454380974,40,2.449177348676436,2.7077027545619017,20.0,4.159410281611269,15.84058971838874,0.25751330543702083,26,3.423076923076923,0,2,persistent,2,E_in,20.0
91,1.1716084413370544,40,2.2526269935215506,2.828391558662946,20.0,4.150209103540743,15.849790896459274,0.25750977362163935,23,3.5510204081632653,0,2,persistent,2,E_in,20.0
92,1.2923480494087296,40,2.44926359706673,2.7076519505912704,20.0,4.199685092552226,15.80031490744779,0.25899242977199455,26,3.442622950819672,0,2,persistent,2,E_in,20.0
93,1.571151240654649,40,2.9714173247147526,2.4288487593453505,20.0,4.214672041209701,15.785327958790308,0.25913654568793515,33,3.621212121212121,0,2,persistent,2,E_in,20.0
94,1.5278946819238848,40,2.883647226314425,2.4721053180761148,20.0,4.199557775456371,15.800442224543636,0.25864172576673566,32,4.229508196721311,0,2,persistent,2,E_in,20.0
95,1.5007929610619746,40,2.8299821651391586,2.4992070389380254,20.0,4.195042615416747,15.804957384583268,0.2584624603259655,31,4.033898305084746,0,2,persistent,2,E_in,20.0
